customer_id,segment,industry,plan,mrr,clv,usage_score,nps_score,support_tickets,churn_probability,risk_category
CUST_003573,Startup,Retail,Professional,149,3293.34,63,-41,0,0.9894543121719953,Very High Risk
CUST_001502,Small Business,Finance,Basic,49,241.67,63,67,2,0.9893971081294805,Very High Risk
CUST_004473,Startup,Education,Professional,149,3213.84,37,31,2,0.989328129060887,Very High Risk
CUST_002526,Small Business,Finance,Basic,49,427.26,74,2,2,0.9892400043722925,Very High Risk
CUST_001631,Small Business,Technology,Basic,49,648.67,66,25,1,0.9891989578607473,Very High Risk
CUST_001096,Startup,Finance,Professional,149,758.06,63,10,0,0.9891528144749959,Very High Risk
CUST_000138,Mid-Market,Technology,Business,399,2046.22,67,-27,0,0.9891361300869199,Very High Risk
CUST_002123,Small Business,Retail,Business,399,8698.59,54,100,0,0.9890960416415844,Very High Risk
CUST_004899,Mid-Market,Finance,Professional,149,2804.15,46,36,1,0.9890761144257518,Very High Risk
CUST_004606,Small Business,Finance,Professional,149,3037.43,53,30,1,0.9890761144257518,Very High Risk
CUST_004834,Small Business,Technology,Professional,149,2803.7200000000003,58,26,2,0.9890202100928954,Very High Risk
CUST_002228,Mid-Market,Technology,Enterprise,999,12300.69,37,28,1,0.9889961592863952,Very High Risk
CUST_003763,Enterprise,Other,Business,399,7440.29,64,48,1,0.9889537808262182,Very High Risk
CUST_004239,Small Business,Real Estate,Basic,49,467.59,38,44,1,0.9888812267689867,Very High Risk
CUST_000602,Enterprise,Real Estate,Basic,49,199.29,35,38,2,0.9888774035483734,Very High Risk
CUST_000221,Mid-Market,Real Estate,Basic,49,681.15,48,26,1,0.988821015593207,Very High Risk
CUST_000003,Small Business,Retail,Professional,149,3470.2,52,7,1,0.9887676120253408,Very High Risk
CUST_004301,Startup,Technology,Enterprise,999,15150.27,42,44,1,0.9887647058823528,Very High Risk
CUST_000600,Startup,Manufacturing,Professional,149,3119.37,53,26,2,0.9887519369672129,Very High Risk
CUST_001927,Mid-Market,Finance,Professional,149,2277.11,36,41,2,0.9886678294517172,Very High Risk
CUST_003270,Mid-Market,Healthcare,Basic,49,425.29,30,-8,1,0.9886398986987273,Very High Risk
CUST_004074,Startup,Finance,Professional,149,1017.62,66,41,1,0.9886252705767131,Very High Risk
CUST_003543,Startup,Education,Basic,49,1075.81,53,18,6,0.9886142252641317,Very High Risk
CUST_000232,Small Business,Education,Basic,49,1078.49,76,9,2,0.9885497283091302,Very High Risk
CUST_004378,Startup,Healthcare,Basic,49,241.49,50,28,2,0.9885361455626355,Very High Risk
CUST_002932,Enterprise,Technology,Professional,149,2749.46,68,24,1,0.9884647230674009,Very High Risk
CUST_002491,Startup,Manufacturing,Professional,149,3416.82,47,71,4,0.9884356549499117,Very High Risk
CUST_000069,Small Business,Finance,Enterprise,999,18134.98,28,27,0,0.9883306454878198,Very High Risk
CUST_003701,Startup,Technology,Business,399,8318.83,47,-44,2,0.9883147781040781,Very High Risk
CUST_004314,Small Business,Retail,Professional,149,2918.99,39,0,2,0.9882589711099699,Very High Risk
CUST_001007,Startup,Retail,Enterprise,999,7225.31,50,-2,3,0.9882440476190476,Very High Risk
CUST_003388,Startup,Education,Basic,49,435.45,33,15,2,0.9881626735515401,Very High Risk
CUST_003643,Small Business,Technology,Basic,49,977.26,81,87,3,0.988155495771099,Very High Risk
CUST_003545,Mid-Market,Healthcare,Basic,49,397.18,43,40,3,0.988140930052125,Very High Risk
CUST_003700,Enterprise,Healthcare,Basic,49,943.6,44,6,0,0.988123814077139,Very High Risk
CUST_000672,Enterprise,Technology,Business,399,3898.61,61,44,1,0.9880330965159164,Very High Risk
CUST_002917,Mid-Market,Technology,Professional,149,3267.33,59,7,3,0.9879756211777392,Very High Risk
CUST_001088,Startup,Healthcare,Business,399,2429.15,68,56,5,0.9879189744773237,Very High Risk
CUST_000959,Mid-Market,Technology,Enterprise,999,18352.87,39,-13,3,0.9879126788998822,Very High Risk
CUST_002872,Startup,Healthcare,Professional,149,3351.4,65,-30,3,0.9877974646252984,Very High Risk
CUST_001601,Startup,Real Estate,Basic,49,921.39,48,-49,3,0.9877445606519615,Very High Risk
CUST_000183,Small Business,Healthcare,Basic,49,583.35,44,-49,2,0.9877387555445012,Very High Risk
CUST_000357,Small Business,Retail,Basic,49,1117.44,25,62,2,0.9877023650938098,Very High Risk
CUST_000644,Small Business,Education,Enterprise,999,15868.2,57,40,1,0.987616493295708,Very High Risk
CUST_004637,Startup,Education,Basic,49,485.34,40,52,4,0.987613858190258,Very High Risk
CUST_004898,Small Business,Retail,Business,399,8895.32,45,64,2,0.9872683125272357,Very High Risk
CUST_000918,Small Business,Education,Professional,149,1372.19,13,60,2,0.9872447750601229,Very High Risk
CUST_002255,Enterprise,Real Estate,Basic,49,497.87,55,4,3,0.9872435740514076,Very High Risk
CUST_004117,Small Business,Manufacturing,Basic,49,994.09,64,96,0,0.9872365657620721,Very High Risk
CUST_004350,Small Business,Education,Professional,149,2693.44,36,53,3,0.9872225922277836,Very High Risk
CUST_000626,Small Business,Technology,Basic,49,973.57,59,26,0,0.987207455049932,Very High Risk
CUST_004652,Startup,Retail,Enterprise,999,20145.32,60,5,4,0.9871823507320058,Very High Risk
CUST_000151,Mid-Market,Technology,Professional,149,795.69,6,-2,6,0.9871264945673885,Very High Risk
CUST_003234,Enterprise,Education,Business,399,4025.37,43,10,1,0.9871116625310172,Very High Risk
CUST_003149,Small Business,Real Estate,Professional,149,1036.11,29,0,1,0.9870902963698227,Very High Risk
CUST_001282,Enterprise,Finance,Basic,49,744.2,77,85,3,0.9870837039391465,Very High Risk
CUST_003737,Mid-Market,Manufacturing,Professional,149,2301.12,66,100,7,0.9870695536279027,Very High Risk
CUST_003454,Mid-Market,Retail,Professional,149,1040.54,74,24,1,0.9870674195349101,Very High Risk
CUST_001684,Mid-Market,Technology,Basic,49,1114.95,27,-8,5,0.986991974748704,Very High Risk
CUST_001859,Mid-Market,Retail,Basic,49,207.95,75,40,0,0.9869738479623483,Very High Risk
CUST_003503,Small Business,Retail,Business,399,4550.94,15,-22,0,0.9869213370081164,Very High Risk
CUST_003406,Startup,Healthcare,Professional,149,1240.8,37,31,0,0.9868578826094422,Very High Risk
CUST_003691,Small Business,Healthcare,Professional,149,3247.8,67,58,4,0.9868412569633891,Very High Risk
CUST_001616,Mid-Market,Healthcare,Professional,149,3056.87,60,-25,3,0.9868312218682942,Very High Risk
CUST_001996,Mid-Market,Healthcare,Enterprise,999,21057.65,87,16,0,0.9868040498861042,Very High Risk
CUST_002483,Small Business,Finance,Professional,149,3645.44,48,27,0,0.9867324269547575,Very High Risk
CUST_000837,Small Business,Manufacturing,Basic,49,435.85,53,26,4,0.9866989711355036,Very High Risk
CUST_004493,Small Business,Healthcare,Business,399,1960.58,43,28,5,0.9866508543216618,Very High Risk
CUST_004196,Mid-Market,Technology,Professional,149,2704.71,65,53,2,0.9866478257795599,Very High Risk
CUST_001240,Enterprise,Other,Enterprise,999,13156.53,79,90,0,0.9865996151868083,Very High Risk
CUST_000072,Startup,Manufacturing,Basic,49,996.45,19,69,1,0.9865650388460846,Very High Risk
CUST_000502,Startup,Healthcare,Professional,149,1827.05,45,22,1,0.9865495838518723,Very High Risk
CUST_003006,Mid-Market,Retail,Basic,49,645.11,64,56,4,0.9865304617355332,Very High Risk
CUST_002444,Enterprise,Technology,Professional,149,3162.79,57,30,0,0.9863979539056826,Very High Risk
CUST_001279,Small Business,Retail,Basic,49,296.92,65,-21,2,0.9863762015410937,Very High Risk
CUST_000158,Small Business,Healthcare,Basic,49,1089.61,76,34,2,0.9863569467511398,Very High Risk
CUST_000023,Small Business,Real Estate,Professional,149,3274.3,48,52,2,0.9863160395313154,Very High Risk
CUST_001272,Small Business,Retail,Professional,149,2659.05,38,80,0,0.9863154557571773,Very High Risk
CUST_002059,Startup,Retail,Professional,149,3725.55,50,-18,0,0.9862458559281407,Very High Risk
CUST_000142,Mid-Market,Real Estate,Basic,49,1080.76,54,46,0,0.9860454467683585,Very High Risk
CUST_004555,Mid-Market,Manufacturing,Basic,49,774.96,34,-21,2,0.9860377371749443,Very High Risk
CUST_002327,Mid-Market,Healthcare,Enterprise,999,17166.71,81,65,4,0.9860366882314043,Very High Risk
CUST_003788,Startup,Healthcare,Business,399,8603.14,39,8,1,0.9859919775522021,Very High Risk
CUST_001446,Startup,Healthcare,Business,399,7554.95,66,36,1,0.9859808279726201,Very High Risk
CUST_000131,Small Business,Real Estate,Business,399,8007.18,33,22,2,0.985852324418612,Very High Risk
CUST_003582,Small Business,Technology,Basic,49,1143.24,58,13,3,0.9858310458760896,Very High Risk
CUST_004278,Startup,Education,Basic,49,466.71,81,-14,4,0.9857764391464875,Very High Risk
CUST_001393,Mid-Market,Manufacturing,Professional,149,3591.91,15,59,4,0.9857656550815044,Very High Risk
CUST_000974,Small Business,Technology,Basic,49,1089.57,56,33,0,0.9856704482663499,Very High Risk
CUST_000828,Small Business,Finance,Basic,49,1121.86,55,58,2,0.9856385039796187,Very High Risk
CUST_000776,Startup,Healthcare,Professional,149,1499.77,42,21,2,0.9856313456727931,Very High Risk
CUST_004732,Small Business,Education,Business,399,4056.92,68,42,2,0.9855474606544031,Very High Risk
CUST_002728,Small Business,Technology,Professional,149,2379.64,57,-12,0,0.9855075604239485,Very High Risk
CUST_003143,Startup,Technology,Basic,49,1097.29,54,4,0,0.9855075029082495,Very High Risk
CUST_002811,Small Business,Healthcare,Enterprise,999,10911.16,62,21,3,0.9854583461028821,Very High Risk
CUST_003904,Mid-Market,Finance,Business,399,9400.87,46,39,1,0.985438471564125,Very High Risk
CUST_000508,Small Business,Healthcare,Basic,49,305.53,60,64,0,0.9850513856037074,Very High Risk
CUST_004305,Small Business,Education,Business,399,1560.46,84,8,0,0.9848775224229209,Very High Risk
CUST_004500,Enterprise,Healthcare,Professional,149,1476.72,61,-47,3,0.9848682896145342,Very High Risk
CUST_002560,Enterprise,Technology,Basic,49,1125.44,69,4,3,0.9848217628311856,Very High Risk
CUST_003821,Enterprise,Technology,Professional,149,2393.15,79,5,1,0.9847899013308593,Very High Risk
CUST_000052,Small Business,Technology,Business,399,8120.14,46,-24,2,0.9847680170624463,Very High Risk
CUST_000107,Startup,Finance,Basic,49,559.08,70,13,1,0.9847514073682144,Very High Risk
CUST_004927,Small Business,Technology,Enterprise,999,14868.47,33,-55,2,0.9847346706738468,Very High Risk
CUST_000947,Mid-Market,Technology,Business,399,6390.74,73,16,0,0.9846414807210262,Very High Risk
CUST_003616,Mid-Market,Finance,Business,399,1664.61,89,46,0,0.9846109627558177,Very High Risk
CUST_001681,Small Business,Retail,Basic,49,382.16,68,34,0,0.9846055241033522,Very High Risk
CUST_001772,Mid-Market,Technology,Basic,49,996.45,38,62,1,0.9845285232110949,Very High Risk
CUST_000987,Small Business,Finance,Professional,149,1334.15,73,80,1,0.9845083386690502,Very High Risk
CUST_004071,Enterprise,Education,Basic,49,935.39,45,49,1,0.9844753965602009,Very High Risk
CUST_003192,Small Business,Technology,Enterprise,999,13832.7,72,19,0,0.9844363386408841,Very High Risk
CUST_003660,Small Business,Finance,Professional,149,1054.57,39,25,4,0.9843928171206552,Very High Risk
CUST_004343,Mid-Market,Finance,Basic,49,220.08,52,68,1,0.9843914384060232,Very High Risk
CUST_000557,Small Business,Finance,Professional,149,2496.25,68,95,2,0.9842218941754749,Very High Risk
CUST_002999,Enterprise,Healthcare,Professional,149,1516.76,56,32,1,0.9841943037297551,Very High Risk
CUST_001355,Mid-Market,Technology,Enterprise,999,4926.7699999999995,58,-6,3,0.9841536843872081,Very High Risk
CUST_004674,Startup,Education,Basic,49,992.77,44,21,1,0.9840125290780602,Very High Risk
CUST_000344,Small Business,Technology,Business,399,5014.7,75,-48,0,0.9839092171774416,Very High Risk
CUST_003850,Startup,Technology,Basic,49,282.61,30,50,2,0.9835476370959487,Very High Risk
CUST_003980,Small Business,Retail,Professional,149,3321.75,51,18,1,0.9835043783939297,Very High Risk
CUST_001126,Small Business,Manufacturing,Enterprise,999,13667.99,57,73,3,0.9834521760805535,Very High Risk
CUST_003128,Startup,Healthcare,Enterprise,999,9529.37,67,-55,3,0.983372255214152,Very High Risk
CUST_000545,Small Business,Finance,Basic,49,205.6,23,32,3,0.9833317174023537,Very High Risk
CUST_001917,Small Business,Healthcare,Business,399,8181.77,29,70,0,0.9830200189035111,Very High Risk
CUST_001611,Mid-Market,Technology,Business,399,1773.2199999999998,64,58,5,0.9827592088003166,Very High Risk
CUST_002710,Startup,Technology,Business,399,9633.09,65,46,0,0.982665185040561,Very High Risk
CUST_004335,Enterprise,Manufacturing,Basic,49,192.15,20,28,4,0.9826431765902524,Very High Risk
CUST_004088,Startup,Finance,Professional,149,3060.33,25,-17,3,0.9826049905921653,Very High Risk
CUST_004657,Mid-Market,Technology,Basic,49,1219.35,66,30,1,0.9824414886294011,Very High Risk
CUST_004340,Startup,Education,Professional,149,1388.14,82,34,0,0.9824301039227851,Very High Risk
CUST_004155,Small Business,Finance,Basic,49,539.9,26,99,6,0.9823331669516481,Very High Risk
CUST_000536,Small Business,Finance,Professional,149,1001.82,45,38,1,0.9822522732443842,Very High Risk
CUST_004160,Startup,Education,Basic,49,934.59,59,-5,0,0.9821994518591335,Very High Risk
CUST_003244,Mid-Market,Healthcare,Enterprise,999,14817.15,72,41,1,0.9821873738375715,Very High Risk
CUST_001246,Mid-Market,Retail,Basic,49,704.96,65,-33,1,0.9821223058876645,Very High Risk
CUST_004870,Small Business,Healthcare,Business,399,9787.39,57,25,3,0.9821128641436536,Very High Risk
CUST_002139,Enterprise,Healthcare,Basic,49,431.6,47,24,1,0.9820734176021471,Very High Risk
CUST_002380,Startup,Technology,Basic,49,593.64,79,37,5,0.9819769263772238,Very High Risk
CUST_003309,Small Business,Retail,Basic,49,1199.77,27,-10,3,0.981872746533672,Very High Risk
CUST_004368,Mid-Market,Finance,Basic,49,1167.96,64,-9,1,0.9817237836447358,Very High Risk
CUST_001258,Startup,Finance,Business,399,7889.27,65,28,1,0.9816635270131643,Very High Risk
CUST_000499,Startup,Real Estate,Basic,49,311.08,54,32,2,0.9815210992768029,Very High Risk
CUST_003350,Startup,Finance,Professional,149,2580.36,24,-13,1,0.9814234006141569,Very High Risk
CUST_001237,Small Business,Healthcare,Business,399,8001.02,82,10,1,0.9813531482463728,Very High Risk
CUST_004492,Mid-Market,Real Estate,Basic,49,952.17,86,85,7,0.9812498170260544,Very High Risk
CUST_001693,Enterprise,Technology,Professional,149,2501.5299999999997,73,58,3,0.9812094872246653,Very High Risk
CUST_000954,Small Business,Healthcare,Basic,49,243.73,69,50,2,0.9811929219012481,Very High Risk
CUST_002558,Enterprise,Retail,Basic,49,692.57,51,55,3,0.9811588061061747,Very High Risk
CUST_002206,Startup,Retail,Enterprise,999,21494.42,72,51,2,0.981071034097059,Very High Risk
CUST_000100,Mid-Market,Manufacturing,Basic,49,287.19,76,13,1,0.9809950434042546,Very High Risk
CUST_002395,Startup,Finance,Professional,149,2445.31,29,-24,1,0.9809614700775424,Very High Risk
CUST_003967,Small Business,Healthcare,Professional,149,2511.07,90,95,4,0.9809571889694694,Very High Risk
CUST_003054,Startup,Retail,Basic,49,980.15,52,0,0,0.9807954268663986,Very High Risk
CUST_001066,Mid-Market,Education,Basic,49,303.9,78,23,1,0.9807100857233977,Very High Risk
CUST_002135,Enterprise,Finance,Business,399,1969.63,26,16,2,0.9803973320997676,Very High Risk
CUST_000752,Mid-Market,Technology,Business,399,1589.31,82,100,5,0.9803822486112039,Very High Risk
CUST_003414,Enterprise,Technology,Basic,49,641.53,68,82,2,0.9803510100390598,Very High Risk
CUST_003548,Startup,Technology,Professional,149,624.21,78,3,2,0.9802873037593897,Very High Risk
CUST_004477,Startup,Finance,Basic,49,544.21,48,84,3,0.9802821819812277,Very High Risk
CUST_002031,Startup,Education,Basic,49,394.66,75,-94,1,0.9802171124092369,Very High Risk
CUST_001761,Small Business,Healthcare,Business,399,8820.21,85,36,3,0.9798757992854654,Very High Risk
CUST_000264,Small Business,Finance,Enterprise,999,4841.389999999999,75,54,3,0.9797314084270606,Very High Risk
CUST_001001,Mid-Market,Healthcare,Professional,149,1840.88,55,26,3,0.9796574757124904,Very High Risk
CUST_004987,Startup,Finance,Business,399,2899.39,70,51,1,0.9793590740314877,Very High Risk
CUST_003470,Small Business,Retail,Business,399,9681.25,53,-32,4,0.979342618362252,Very High Risk
CUST_004460,Enterprise,Technology,Professional,149,2584.76,65,-43,1,0.9791034450959712,Very High Risk
CUST_002230,Small Business,Retail,Professional,149,2286.07,63,-73,2,0.9790525355516965,Very High Risk
CUST_000457,Startup,Education,Basic,49,737.78,77,8,4,0.9788738871248128,Very High Risk
CUST_004819,Startup,Healthcare,Professional,149,3723.83,27,56,0,0.9788207927078624,Very High Risk
CUST_001950,Startup,Manufacturing,Professional,149,3477.55,25,94,2,0.9788180859890808,Very High Risk
CUST_003523,Small Business,Technology,Basic,49,885.76,33,72,3,0.9787196592863416,Very High Risk
CUST_004980,Startup,Finance,Basic,49,242.05,69,24,6,0.9787172440586712,Very High Risk
CUST_003953,Small Business,Manufacturing,Business,399,9689.59,73,42,3,0.9786695871255604,Very High Risk
CUST_000529,Startup,Technology,Basic,49,898.89,37,93,1,0.9781998776682933,Very High Risk
CUST_003784,Startup,Manufacturing,Professional,149,1082.73,47,-26,4,0.9780589452485522,Very High Risk
CUST_001646,Small Business,Technology,Business,399,4561.93,32,77,1,0.978042418750228,Very High Risk
CUST_002879,Small Business,Technology,Enterprise,999,6907.13,47,-20,4,0.9780367590931079,Very High Risk
CUST_004091,Startup,Other,Enterprise,999,18050.58,31,-44,2,0.9779764196698844,Very High Risk
CUST_000730,Enterprise,Retail,Business,399,8861.9,59,-7,2,0.9779417598448478,Very High Risk
CUST_001205,Mid-Market,Healthcare,Basic,49,801.31,35,-53,1,0.9779097609734257,Very High Risk
CUST_001299,Small Business,Technology,Business,399,7007.5599999999995,69,-3,1,0.9778554446115402,Very High Risk
CUST_001332,Mid-Market,Finance,Professional,149,3230.93,72,87,1,0.9778035187418657,Very High Risk
CUST_004510,Mid-Market,Retail,Professional,149,968.05,80,-8,1,0.9777706675137016,Very High Risk
CUST_004041,Mid-Market,Education,Enterprise,999,20872.74,47,60,1,0.9777423625954904,Very High Risk
CUST_002488,Mid-Market,Healthcare,Enterprise,999,8964.95,42,63,3,0.9776459515311215,Very High Risk
CUST_000778,Small Business,Manufacturing,Basic,49,595.17,53,16,0,0.9773676069581286,Very High Risk
CUST_003911,Small Business,Other,Enterprise,999,6914.780000000001,86,47,5,0.9772407801502994,Very High Risk
CUST_002557,Startup,Other,Business,399,3734.55,54,70,1,0.9772279599309042,Very High Risk
CUST_004668,Small Business,Healthcare,Basic,49,1155.0,46,50,2,0.9771406972467388,Very High Risk
CUST_002264,Small Business,Retail,Basic,49,550.14,43,66,4,0.9768199069697878,Very High Risk
CUST_002924,Mid-Market,Technology,Basic,49,1027.61,33,100,1,0.9766263250894108,Very High Risk
CUST_001261,Enterprise,Education,Professional,149,2810.44,55,-26,1,0.9765264209395031,Very High Risk
CUST_001386,Startup,Finance,Professional,149,1046.98,40,54,4,0.9763820397323354,Very High Risk
CUST_000090,Enterprise,Finance,Basic,49,356.13,37,60,0,0.9763182126514073,Very High Risk
CUST_000235,Enterprise,Manufacturing,Business,399,8593.16,61,5,0,0.9760902615979904,Very High Risk
CUST_003072,Mid-Market,Manufacturing,Enterprise,999,22010.8,91,52,0,0.9760649238964346,Very High Risk
CUST_002786,Mid-Market,Retail,Business,399,2014.78,79,53,3,0.9759328563496009,Very High Risk
CUST_002299,Mid-Market,Technology,Business,399,7055.93,68,-12,2,0.9758097714858313,Very High Risk
CUST_000758,Mid-Market,Technology,Professional,149,1025.82,40,27,0,0.975743778181214,Very High Risk
CUST_004940,Small Business,Manufacturing,Basic,49,290.97,46,-25,0,0.9757378049876325,Very High Risk
CUST_000813,Small Business,Healthcare,Business,399,4013.29,49,8,1,0.975646094834106,Very High Risk
CUST_000807,Enterprise,Education,Business,399,4976.99,71,45,3,0.9754505806438937,Very High Risk
CUST_004913,Small Business,Technology,Basic,49,1101.81,28,44,6,0.9753750095167283,Very High Risk
CUST_001675,Enterprise,Finance,Business,399,1544.96,91,-32,1,0.9749931558893633,Very High Risk
CUST_001491,Mid-Market,Technology,Professional,149,1863.16,41,6,1,0.9749368497569396,Very High Risk
CUST_003082,Mid-Market,Healthcare,Basic,49,610.61,41,35,3,0.9746779289664654,Very High Risk
CUST_000355,Small Business,Other,Professional,149,1698.52,38,11,2,0.9746758179710011,Very High Risk
CUST_000575,Startup,Finance,Professional,149,2815.38,36,41,5,0.9746008325188954,Very High Risk
CUST_004012,Enterprise,Technology,Basic,49,861.96,85,-32,1,0.9744786781621937,Very High Risk
CUST_004351,Small Business,Retail,Basic,49,1116.58,82,-12,2,0.9744418797258472,Very High Risk
CUST_002150,Enterprise,Technology,Basic,49,1134.29,28,53,4,0.9742531312372925,Very High Risk
CUST_001343,Startup,Technology,Professional,149,901.27,44,21,2,0.9739331020031982,Very High Risk
CUST_002165,Enterprise,Retail,Basic,49,1200.13,81,61,2,0.9738991493819623,Very High Risk
CUST_000836,Startup,Retail,Business,399,1986.09,75,88,2,0.9738857526237061,Very High Risk
CUST_003472,Mid-Market,Technology,Business,399,9776.82,22,23,1,0.9738004632921665,Very High Risk
CUST_002580,Startup,Other,Basic,49,1182.7,67,-6,2,0.9737831849169796,Very High Risk
CUST_003061,Small Business,Manufacturing,Enterprise,999,23084.94,30,100,0,0.9735737676909554,Very High Risk
CUST_003617,Small Business,Healthcare,Professional,149,2816.63,100,66,1,0.9734469923587612,Very High Risk
CUST_004998,Small Business,Technology,Basic,49,1192.86,71,-14,1,0.9734388411130755,Very High Risk
CUST_003236,Small Business,Manufacturing,Basic,49,590.45,58,8,0,0.973340375080454,Very High Risk
CUST_002078,Small Business,Other,Basic,49,241.07,57,66,2,0.9731884627488797,Very High Risk
CUST_001610,Startup,Other,Business,399,6009.51,85,83,3,0.9731756467809654,Very High Risk
CUST_002298,Small Business,Healthcare,Basic,49,596.0699999999999,29,100,0,0.9731184653556287,Very High Risk
CUST_002623,Small Business,Healthcare,Professional,149,3598.2200000000003,63,21,3,0.9728501026055321,Very High Risk
CUST_001465,Mid-Market,Other,Basic,49,1198.22,66,-43,2,0.9727857943533325,Very High Risk
CUST_001318,Startup,Manufacturing,Enterprise,999,6174.86,41,24,4,0.9726838063123086,Very High Risk
CUST_001981,Mid-Market,Manufacturing,Professional,149,3548.12,75,38,2,0.9724330733399666,Very High Risk
CUST_000363,Small Business,Technology,Business,399,5554.06,73,48,0,0.9724167105417106,Very High Risk
CUST_000073,Small Business,Healthcare,Enterprise,999,4765.79,60,22,2,0.9722310703361647,Very High Risk
CUST_001489,Small Business,Healthcare,Basic,49,238.65,100,-31,0,0.9722107049243861,Very High Risk
CUST_000740,Mid-Market,Technology,Professional,149,773.14,81,100,1,0.9722009379608468,Very High Risk
CUST_003656,Small Business,Finance,Basic,49,1049.53,87,29,4,0.9717330510384349,Very High Risk
CUST_001045,Startup,Technology,Enterprise,999,5859.93,76,30,5,0.9716921162034245,Very High Risk
CUST_000029,Enterprise,Technology,Enterprise,999,12266.59,45,-4,6,0.9714962111182149,Very High Risk
CUST_002817,Startup,Retail,Basic,49,572.44,83,23,2,0.9712722997111622,Very High Risk
CUST_000152,Startup,Technology,Basic,49,1126.88,30,17,0,0.9708798793083631,Very High Risk
CUST_004360,Small Business,Education,Professional,149,613.77,66,69,2,0.9707197958395685,Very High Risk
CUST_000430,Small Business,Finance,Enterprise,999,10709.97,64,56,2,0.9706276148582599,Very High Risk
CUST_001652,Startup,Manufacturing,Business,399,4212.18,52,25,3,0.9704757253894363,Very High Risk
CUST_001882,Enterprise,Real Estate,Enterprise,999,17024.44,69,58,3,0.969984106601589,Very High Risk
CUST_001470,Mid-Market,Other,Professional,149,560.47,75,62,4,0.9693043717785766,Very High Risk
CUST_001865,Startup,Finance,Basic,49,207.92,49,-14,1,0.9691670373084889,Very High Risk
CUST_003172,Small Business,Real Estate,Basic,49,813.92,52,41,2,0.9688800959966296,Very High Risk
CUST_001647,Small Business,Retail,Basic,49,744.81,62,54,2,0.9688653498744151,Very High Risk
CUST_000710,Enterprise,Technology,Business,399,8488.13,35,-52,1,0.9687349821042979,Very High Risk
CUST_003907,Startup,Manufacturing,Business,399,4174.56,94,-32,1,0.9686004745085106,Very High Risk
CUST_001537,Small Business,Retail,Enterprise,999,9136.1,79,81,0,0.9685046149972959,Very High Risk
CUST_003848,Startup,Real Estate,Professional,149,597.12,56,32,2,0.9683557347670251,Very High Risk
CUST_004180,Mid-Market,Finance,Basic,49,337.53,37,-100,1,0.968351980258921,Very High Risk
CUST_002498,Startup,Real Estate,Professional,149,1691.15,55,76,0,0.9681446810364648,Very High Risk
CUST_001189,Startup,Manufacturing,Basic,49,575.18,45,54,0,0.9680791034200285,Very High Risk
CUST_001685,Startup,Finance,Professional,149,3198.38,94,30,1,0.967884608753411,Very High Risk
CUST_004099,Startup,Real Estate,Professional,149,1038.71,51,38,3,0.9677956966051546,Very High Risk
CUST_004643,Startup,Technology,Basic,49,840.38,39,65,3,0.9677943946332094,Very High Risk
CUST_000713,Startup,Finance,Business,399,4001.19,66,99,4,0.9677288504649304,Very High Risk
CUST_004822,Startup,Technology,Business,399,2774.07,29,59,3,0.9677107590110668,Very High Risk
CUST_001377,Startup,Finance,Professional,149,1988.17,65,55,2,0.9673971709844424,Very High Risk
CUST_002703,Startup,Retail,Basic,49,1152.69,78,-36,3,0.9673261302628159,Very High Risk
CUST_001430,Mid-Market,Technology,Business,399,2655.62,63,18,1,0.9669837097797999,Very High Risk
CUST_000368,Enterprise,Technology,Basic,49,1072.08,100,57,4,0.9669185843652679,Very High Risk
CUST_003780,Small Business,Education,Professional,149,2441.21,100,19,2,0.9667700727609068,Very High Risk
CUST_002816,Small Business,Retail,Business,399,8939.31,54,53,3,0.9667342979201677,Very High Risk
CUST_001229,Startup,Finance,Basic,49,1034.69,67,24,1,0.9666815863107411,Very High Risk
CUST_003294,Mid-Market,Technology,Professional,149,599.11,92,41,2,0.966392682148451,Very High Risk
CUST_003720,Mid-Market,Healthcare,Professional,149,904.59,69,31,4,0.9663643920164483,Very High Risk
CUST_004417,Enterprise,Technology,Business,399,4740.58,91,89,2,0.9660536990976035,Very High Risk
CUST_000433,Mid-Market,Retail,Basic,49,964.24,93,60,2,0.9660476796661023,Very High Risk
CUST_002531,Startup,Other,Basic,49,294.37,55,24,5,0.9659143644986127,Very High Risk
CUST_002518,Mid-Market,Healthcare,Business,399,8894.87,77,100,1,0.9656990603069058,Very High Risk
CUST_002359,Mid-Market,Finance,Enterprise,999,15224.01,31,73,1,0.9650090337402807,Very High Risk
CUST_002005,Startup,Healthcare,Professional,149,2047.92,44,22,2,0.9649193348535767,Very High Risk
CUST_000818,Mid-Market,Real Estate,Basic,49,671.41,48,-8,5,0.9647999296995518,Very High Risk
CUST_002567,Startup,Real Estate,Enterprise,999,11177.35,59,-4,3,0.9647094854241688,Very High Risk
CUST_003929,Small Business,Healthcare,Enterprise,999,12318.27,53,26,2,0.96466864229351,Very High Risk
CUST_004636,Mid-Market,Finance,Business,399,4710.64,30,9,0,0.9645545425284492,Very High Risk
CUST_004979,Small Business,Retail,Business,399,6341.13,37,48,4,0.9633942272351085,Very High Risk
CUST_001204,Mid-Market,Retail,Professional,149,1649.21,25,-32,1,0.9633823420056475,Very High Risk
CUST_000201,Startup,Finance,Basic,49,859.04,76,54,2,0.9633344406570227,Very High Risk
CUST_002025,Startup,Technology,Professional,149,2503.56,80,81,3,0.9628653081758587,Very High Risk
